reading_id,asset_code,source,message_id,request_id,trigger,observed_at,received_at,temperature_c,temperature_status
TR-00256,BAG-044,SEED,TEMP-00256,,SEED,2026-09-18T16:01:00.000Z,2026-09-18T16:02:00.000Z,-5.1,NORMAL
TR-00314,BAG-056,SEED,TEMP-00314,,SEED,2026-09-18T16:01:00.000Z,2026-09-18T16:02:00.000Z,-4.8,NORMAL
TR-00387,BOX-02,SEED,TEMP-00387,,SEED,2026-09-18T16:01:00.000Z,2026-09-18T16:02:00.000Z,-4.5,NORMAL
TR-00191,FREEZER-JKT-UTR,SEED,TEMP-00191,,SEED,2026-09-18T16:01:00.000Z,2026-09-18T16:02:00.000Z,-2.9,NORMAL
TR-00107,BOX-01,SEED,TEMP-00107,,SEED,2026-09-18T16:02:00.000Z,2026-09-18T16:03:00.000Z,-4.6,NORMAL
TR-00250,FREEZER-BGR,SEED,TEMP-00250,,SEED,2026-09-18T16:02:00.000Z,2026-09-18T16:03:00.000Z,-3.7,NORMAL
TR-00029,BAG-006,SEED,TEMP-00029,,SEED,2026-09-18T16:03:00.000Z,2026-09-18T16:04:00.000Z,-5.3,NORMAL
TR-00247,BAG-042,SEED,TEMP-00247,,SEED,2026-09-18T16:03:00.000Z,2026-09-18T16:04:00.000Z,-1.3,WARNING
TR-00310,BAG-054,SEED,TEMP-00310,,SEED,2026-09-18T16:03:00.000Z,2026-09-18T16:04:00.000Z,-4.8,NORMAL
TR-00175,FREEZER-TGR,SEED,TEMP-00175,,SEED,2026-09-18T16:03:00.000Z,2026-09-18T16:04:00.000Z,-4.1,NORMAL
TR-00373,FREEZER-TGS,SEED,TEMP-00373,,SEED,2026-09-18T16:03:00.000Z,2026-09-18T16:04:00.000Z,-3.5,NORMAL
TR-00241,BAG-041,SEED,TEMP-00241,,SEED,2026-09-18T16:04:00.000Z,2026-09-18T16:05:00.000Z,-5.1,NORMAL
TR-00095,BOX-05,SEED,TEMP-00095,,SEED,2026-09-18T16:04:00.000Z,2026-09-18T16:05:00.000Z,-5.5,NORMAL
TR-00240,BAG-040,SEED,TEMP-00240,,SEED,2026-09-18T16:05:00.000Z,2026-09-18T16:06:00.000Z,-5.2,NORMAL
TR-00014,BOX-04,SEED,TEMP-00014,,SEED,2026-09-18T16:05:00.000Z,2026-09-18T16:06:00.000Z,-4.7,NORMAL
TR-00354,FREEZER-BKS,SEED,TEMP-00354,,SEED,2026-09-18T16:05:00.000Z,2026-09-18T16:06:00.000Z,-3.4,NORMAL
TR-00163,FREEZER-JKT-TMR,SEED,TEMP-00163,,SEED,2026-09-18T16:05:00.000Z,2026-09-18T16:06:00.000Z,-2.8,NORMAL
TR-00160,BAG-027,SEED,TEMP-00160,,SEED,2026-09-18T16:06:00.000Z,2026-09-18T16:07:00.000Z,-5.1,NORMAL
TR-00234,BAG-039,SEED,TEMP-00234,,SEED,2026-09-18T16:06:00.000Z,2026-09-18T16:07:00.000Z,-1.3,WARNING
TR-00351,BAG-063,SEED,TEMP-00351,,SEED,2026-09-18T16:06:00.000Z,2026-09-18T16:07:00.000Z,-1.3,WARNING
TR-00077,BOX-03,SEED,TEMP-00077,,SEED,2026-09-18T16:06:00.000Z,2026-09-18T16:07:00.000Z,-4.8,NORMAL
TR-00007,BOX-02,SEED,TEMP-00007,,SEED,2026-09-18T16:07:00.000Z,2026-09-18T16:08:00.000Z,-5.3,NORMAL
TR-00345,FREEZER-JKT-UTR,SEED,TEMP-00345,,SEED,2026-09-18T16:07:00.000Z,2026-09-18T16:08:00.000Z,-3.2,NORMAL
TR-00151,FREEZER-TGR,SEED,TEMP-00151,,SEED,2026-09-18T16:07:00.000Z,2026-09-18T16:08:00.000Z,-3,NORMAL
TR-00145,BAG-025,SEED,TEMP-00145,,SEED,2026-09-18T16:08:00.000Z,2026-09-18T16:09:00.000Z,-5.6,NORMAL
TR-00342,BAG-061,SEED,TEMP-00342,,SEED,2026-09-18T16:08:00.000Z,2026-09-18T16:09:00.000Z,-4.5,NORMAL
TR-00065,FREEZER-BGR,SEED,TEMP-00065,,SEED,2026-09-18T16:08:00.000Z,2026-09-18T16:09:00.000Z,-1.3,WARNING
TR-00284,FREEZER-JKT-SLT,SEED,TEMP-00284,,SEED,2026-09-18T16:08:00.000Z,2026-09-18T16:09:00.000Z,-4.2,NORMAL
TR-00136,BAG-024,SEED,TEMP-00136,,SEED,2026-09-18T16:09:00.000Z,2026-09-18T16:10:00.000Z,-4.5,NORMAL
TR-00033,BAG-007,SEED,TEMP-00033,,SEED,2026-09-18T16:12:00.000Z,2026-09-18T16:13:00.000Z,-5.3,NORMAL
